"声優","出演数","メイン","メイン率"
"澁谷梓希","8","1","0.125"
"清水茉菜","8","0","0.0"
"春林","8","0","0.0"
"菅原祥子","8","0","0.0"
"勝呂美和子","8","0","0.0"
"芹亜希子","8","0","0.0"
"宗川めぐみ","8","0","0.0"
"田浦環","8","0","0.0"
"高橋ひろ子","8","0","0.0"
"竹内絢子","8","0","0.0"
"竹下礼奈","8","1","0.125"
"武政弘子","8","0","0.0"
"積田かよ子","8","1","0.125"
"寺門真希","8","0","0.0"
"友川まり","8","0","0.0"
"中村恵子","8","0","0.0"
"波岡晶子","8","0","0.0"
"二木静美","8","0","0.0"
"野瀬碧里","8","0","0.0"
"野村須磨子","8","0","0.0"
"櫨山めぐみ","8","0","0.0"
"花咲きよみ","8","0","0.0"
"久松夕子","8","0","0.0"
"藤井あさこ","8","0","0.0"
"古谷静佳","8","1","0.125"
"外村晶子","8","0","0.0"
"細川聖可","8","0","0.0"
"本泉莉奈","8","0","0.0"
"松浦有希子","8","0","0.0"
"松岡ミユキ","8","0","0.0"
"松本まりか","8","0","0.0"
"松本夕紀","8","0","0.0"
"的場加恵","8","0","0.0"
"矢島和葉","8","0","0.0"
"安田未央","8","0","0.0"
"矢野陽子","8","0","0.0"
"山川亜弥","8","0","0.0"
"山田奈都美","8","4","0.5"
"山田茉莉","8","0","0.0"
"山本美由紀","8","0","0.0"
"吉田有里 (声優)","8","4","0.5"
"吉本理江子","8","0","0.0"
"りの","8","0","0.0"
"若井友希","8","2","0.25"
"若菜よう子","8","0","0.0"
"わくさわりか","8","0","0.0"
"藁谷麻美","8","0","0.0"
"逢川亮子","7","0","0.0"
"石桃子","7","0","0.0"
"石田嘉代","7","0","0.0"
"伊藤葉純","7","0","0.0"
"伊藤葉子","7","0","0.0"
"井上遥乃","7","1","0.14285714285714285"
"今井麻夏","7","0","0.0"
"入絵加奈子","7","0","0.0"
"岩崎愛 (声優)","7","0","0.0"
"初原千絵","7","0","0.0"
"上田晴美","7","0","0.0"
"植原みゆき","7","0","0.0"
"榎本智恵子","7","0","0.0"
"遠藤智佳","7","0","0.0"
"大井麻利衣","7","0","0.0"
"大塚琴美","7","0","0.0"
"大野佐和","7","0","0.0"
"岡寛恵","7","0","0.0"
"尾崎文","7","0","0.0"
"小野早稀","7","3","0.42857142857142855"
"折笠奈緒美","7","0","0.0"
"梶田夕貴","7","0","0.0"
"兼田めぐみ","7","2","0.2857142857142857"
"狩野茉莉","7","0","0.0"
"カミヤ春佳","7","0","0.0"
"河原佳代子","7","0","0.0"
"菊地貴子","7","0","0.0"
"許綾香","7","0","0.0"
"栗田エリナ","7","0","0.0"
"黒川万由美","7","0","0.0"
"小林由利","7","0","0.0"
"金野恵子","7","0","0.0"
"坂井恭子","7","0","0.0"
"坂本梓馬","7","0","0.0"
"さがらえみ","7","0","0.0"
"相楽恵美","7","0","0.0"
"佐倉薫","7","1","0.14285714285714285"
"桜川めぐ","7","1","0.14285714285714285"
"沢村真希","7","0","0.0"
"重松花鳥","7","0","0.0"
"芝崎典子","7","0","0.0"
"白石真梨","7","0","0.0"
"白神直子","7","0","0.0"
"須賀晴海","7","0","0.0"
"鈴木ふう","7","0","0.0"
"瀬戸真由美","7","0","0.0"
"瀬畑奈津子","7","0","0.0"
"曽我町子","7","0","0.0"
"高岡香","7","1","0.14285714285714285"
"高木ゆう子","7","1","0.14285714285714285"
"田中かほり","7","0","0.0"
"棚田恵美子","7","0","0.0"
"谷口和花子","7","0","0.0"
"千原江理子","7","0","0.0"
"土谷百合香","7","0","0.0"
"つるたきみこ","7","0","0.0"
"中島麻実","7","0","0.0"
"長畑由美","7","0","0.0"
"中村公子","7","0","0.0"
"中村万里","7","0","0.0"
"中山依里子","7","1","0.14285714285714285"
"中山恵里奈","7","0","0.0"
"西川真美","7","0","0.0"
"土師亜文","7","0","0.0"
"花井なお","7","0","0.0"
"羽吹梨里","7","0","0.0"
"日岡なつみ","7","1","0.14285714285714285"
"福絵美子","7","0","0.0"
"藤貴子","7","0","0.0"
"藤田知美","7","0","0.0"
"藤東知夏","7","0","0.0"
"藤原美央子","7","0","0.0"
"星野早","7","0","0.0"
"松浦愛弓","7","0","0.0"
"松倉羽鶴","7","0","0.0"
"松永真穂","7","1","0.14285714285714285"
"三木美","7","0","0.0"
"水口まつり","7","2","0.2857142857142857"
"溝上真紀子","7","0","0.0"
"宮崎智栄子","7","0","0.0"
"武藤寿美","7","0","0.0"
"望木祐子","7","0","0.0"
"森千早都","7","2","0.2857142857142857"
"森嵜美穂","7","0","0.0"
"八木かおり","7","0","0.0"
"谷内友美","7","0","0.0"
"山中まどか","7","0","0.0"
"山本彰子","7","0","0.0"
"結城飛鳥","7","0","0.0"
"米丸歩","7","0","0.0"
"渡邉由紀","7","0","0.0"
"安芸けい子","6","0","0.0"
"秋葉秋","6","0","0.0"
"秋葉好美","6","0","0.0"
"朝田実依","6","0","0.0"
"あさむらまほり","6","0","0.0"
"壹岐紹未","6","0","0.0"
"伊沢磨紀","6","0","0.0"
"上原さやか","6","0","0.0"
"江沢昌子","6","0","0.0"
"大久保英恵","6","0","0.0"
"荻野可鈴","6","0","0.0"
"小串容子","6","2","0.3333333333333333"
"小沢寿美恵","6","0","0.0"
"尾畑美依奈","6","0","0.0"
"貝原怜奈","6","0","0.0"
"香川葉月","6","0","0.0"
"角田紗里","6","0","0.0"
"河西智美","6","0","0.0"
"柏山奈々美","6","2","0.3333333333333333"
"勝田晶子","6","0","0.0"
"勝田詩織","6","1","0.16666666666666666"
"門谷美佐","6","0","0.0"
"河合紗希子","6","0","0.0"
"菊地ゆうみ","6","2","0.3333333333333333"
"桐谷蝶々","6","0","0.0"
"桑門そら","6","0","0.0"
"桑島三幸","6","0","0.0"
"河本明子","6","0","0.0"
"小林眞紀","6","0","0.0"
"小林未沙","6","0","0.0"
"小日向茜","6","0","0.0"
"小森まなみ","6","1","0.16666666666666666"
"座光寺知幸","6","0","0.0"
"里郁美","6","0","0.0"
"佐藤泉美","6","0","0.0"
"茶山莉子","6","0","0.0"
"沢井美優","6","0","0.0"
"澤乃彩","6","0","0.0"
"瑚海みどり","6","0","0.0"
"清水千恵","6","0","0.0"
"杉山滋美","6","0","0.0"
"鈴木愛奈","6","4","0.6666666666666666"
"関根明良","6","0","0.0"
"高瀬朝季","6","0","0.0"
"高瀬郁子","6","0","0.0"
"高田奈央美","6","0","0.0"
"高田憂希","6","1","0.16666666666666666"
"たがみかおり","6","0","0.0"
"竹田佳央里","6","0","0.0"
"谷口夢奈","6","0","0.0"
"谷下由佳","6","0","0.0"
"種田文子","6","0","0.0"
"土屋実紀","6","0","0.0"
"手塚ひろみ","6","0","0.0"
"戸田真衣子","6","0","0.0"
"外村茉莉子","6","0","0.0"
"永見はるか","6","0","0.0"
"中道美穂子","6","2","0.3333333333333333"
"南場千絵子","6","0","0.0"
"新野美知","6","1","0.16666666666666666"
"西口有香","6","0","0.0"
"西村麻弥","6","0","0.0"
"沼田芙由美","6","0","0.0"
"野口聖古","6","0","0.0"
"野村真弓","6","0","0.0"
"服部幸子","6","0","0.0"
"原ミユキ","6","0","0.0"
"榛田安芸","6","0","0.0"
"藤井美波","6","0","0.0"
"藤田由美子","6","0","0.0"
"藤屋裕子","6","0","0.0"
"藤原あかり","6","1","0.16666666666666666"
"古川絵里奈","6","0","0.0"
"北條文栄","6","0","0.0"
"穂ノ歌そら","6","0","0.0"
"前田あやの","6","0","0.0"
"前田真里 (女優)","6","0","0.0"
"松元環季","6","0","0.0"
"松山智美","6","0","0.0"
"三浦綾乃","6","0","0.0"
"水城蘭子","6","0","0.0"
"峰岸由香里","6","2","0.3333333333333333"
"村井理沙子","6","0","0.0"
"村田知沙","6","1","0.16666666666666666"
"森綾香","6","0","0.0"
"森史絵","6","0","0.0"
"杜野まこ","6","3","0.5"
"安國愛菜","6","1","0.16666666666666666"
"山口協佳","6","0","0.0"
"吉岡沙知","6","0","0.0"
"吉岡茉祐","6","3","0.5"
"吉川由弥","6","0","0.0"
"劉セイラ","6","1","0.16666666666666666"
"相生千恵子","5","0","0.0"
"相本結香","5","1","0.2"
"秋奈","5","0","0.0"
"朝日奈丸佳","5","0","0.0"
"新子夏代","5","0","0.0"
"阿部加奈江","5","0","0.0"
"雨谷和砂","5","0","0.0"
"雨宮侑布","5","0","0.0"
"有賀由衣","5","0","0.0"
"有賀由樹子","5","0","0.0"
"池上麻里子","5","0","0.0"
"石井ゆき","5","0","0.0"
"石田晴香","5","0","0.0"
"市川千恵子","5","0","0.0"
"伊藤彩沙","5","2","0.4"
"伊東絵実","5","0","0.0"
"伊藤春香","5","0","0.0"
"伊藤麻喜","5","0","0.0"
"井本ケイ","5","1","0.2"
"うさみともこ","5","0","0.0"
"宇山玲加","5","1","0.2"
"江原詩織","5","0","0.0"
"大鐘則子","5","0","0.0"
"大川千帆","5","0","0.0"
"大倉彩","5","0","0.0"
"太田真由美","5","0","0.0"
"大原めぐみ","5","1","0.2"
"岡田佐知恵","5","0","0.0"
"岡本章子","5","0","0.0"
"小口久仁子","5","0","0.0"
"小野寺麻理子","5","0","0.0"
"小幡真裕","5","0","0.0"
"尾又淑恵","5","0","0.0"
"風間リチャ.","5","0","0.0"
"梶村ひろこ","5","0","0.0"
"片山加奈","5","0","0.0"
"香月弥生","5","0","0.0"
"加藤悦子","5","0","0.0"
"加藤早紀子","5","1","0.2"
"鐘丘りお","5","0","0.0"
"華山梨彩","5","0","0.0"
"川上千尋","5","1","0.2"
"川上未遊","5","0","0.0"
"川口宰曜子","5","0","0.0"
"河津玲奈","5","0","0.0"
"河村梨恵","5","0","0.0"
"神田奈美","5","0","0.0"
"菊地由美","5","0","0.0"
"岸田今日子","5","0","0.0"
"北原沙弥香","5","0","0.0"
"北原知奈","5","0","0.0"
"北原美和","5","0","0.0"
"鬼頭典子","5","0","0.0"
"工藤あかり","5","0","0.0"
"栗原みきこ","5","0","0.0"
"幸山奈央","5","0","0.0"
"小金澤篤子","5","0","0.0"
"小林麻由子","5","0","0.0"
"斉藤千恵子","5","0","0.0"
"さとう実琴","5","0","0.0"
"寒川ほのか","5","0","0.0"
"三五美奈子","5","1","0.2"
"塩谷綾子","5","0","0.0"
"島形麻衣奈","5","1","0.2"
"島田知美","5","0","0.0"
"清水涼子","5","0","0.0"
"翔香","5","0","0.0"
"新出ななみ","5","0","0.0"
"すずきまゆみ","5","0","0.0"
"清和祐子","5","1","0.2"
"瀬口昌代","5","0","0.0"
"大輝ゆう","5","0","0.0"
"田内夏子","5","0","0.0"
"高尾奏音","5","2","0.4"
"高橋花林","5","0","0.0"
"高畑淳子","5","0","0.0"
"高平成美","5","1","0.2"
"田澤利依子","5","1","0.2"
"田所ちさ","5","0","0.0"
"田中美唯","5","0","0.0"
"千秋 (タレント)","5","0","0.0"
"茶乃","5","0","0.0"
"つかもと景子","5","0","0.0"
"都築香弥子","5","0","0.0"
"土井真理","5","0","0.0"
"飛松加奈子","5","0","0.0"
"鳥部万里子","5","0","0.0"
"永井幸子","5","0","0.0"
"中隈志保","5","3","0.6"
"永迫舞","5","0","0.0"
"中里望","5","0","0.0"
"中嶋ミチヨ","5","0","0.0"
"中島裕美子","5","1","0.2"
"長田美雪","5","0","0.0"
"中塚智実","5","0","0.0"
"中西みなみ","5","0","0.0"
"中村メイコ","5","0","0.0"
"中村祐子","5","0","0.0"
"滑川恭子","5","0","0.0"
"成瀬未亜","5","2","0.4"
"二階堂有希子","5","0","0.0"
"二宮圭美","5","0","0.0"
"野引香里","5","0","0.0"
"野村真悠華","5","2","0.4"
"橋本結","5","0","0.0"
"長谷川歩美","5","0","0.0"
"長谷川知子","5","0","0.0"
"林香織 (声優)","5","0","0.0"
"林りんこ","5","0","0.0"
"一柳みる","5","0","0.0"
"日向ゆきこ","5","0","0.0"
"平井理子","5","0","0.0"
"藤原由林","5","0","0.0"
"古川由利奈","5","1","0.2"
"古田恵","5","0","0.0"
"古原奈々","5","1","0.2"
"堀江真理子","5","0","0.0"
"真木碧","5","0","0.0"
"松本桜","5","0","0.0"
"真中桂子","5","0","0.0"
"丸山未沙希","5","0","0.0"
"岬風右子","5","0","0.0"
"水垣洋子","5","0","0.0"
"三村ゆうな","5","1","0.2"
"宮崎優子 (声優)","5","0","0.0"
"明神あい","5","0","0.0"
"森うたう","5","0","0.0"
"森屋さちよ","5","0","0.0"
"安士百合野","5","0","0.0"
"八十川真由野","5","0","0.0"
"山県さとみ","5","0","0.0"
"山北早紀","5","1","0.2"
"山崎美貴","5","0","0.0"
"山崎美智","5","0","0.0"
"山田悠希","5","2","0.4"
"山本絵美 (声優)","5","0","0.0"
"ゆみたかよ","5","0","0.0"
"芳村れいな","5","0","0.0"
"渡部恵子","5","1","0.2"
"渡邊美香 (女優)","5","0","0.0"
"渡辺未来 (声優)","5","2","0.4"
"相内沙英","4","1","0.25"
"藍川千尋","4","0","0.0"
"青山吉能","4","1","0.25"
"阿部玲子","4","0","0.0"
"天沙羽恵美","4","0","0.0"
"天地総子","4","0","0.0"
"天野エリカ","4","0","0.0"
"飯田里穂","4","4","1.0"
"五十嵐由佳","4","0","0.0"
"石川悦子","4","0","0.0"
"伊藤はるか","4","0","0.0"
"井上彩名","4","0","0.0"
"井上直美","4","0","0.0"
"井上奈苗","4","0","0.0"
"今井和子","4","0","0.0"
"上岡麻佳","4","0","0.0"
"上村彩子 (声優)","4","0","0.0"
"うのちひろ","4","2","0.5"
"遠藤さやか","4","0","0.0"
"桜咲千依","4","2","0.5"
"大方斐紗子","4","0","0.0"
"太田五葵","4","0","0.0"
"大田詩織","4","0","0.0"
"大原真理子","4","0","0.0"
"岡雅子","4","0","0.0"
"岡田加奈子","4","0","0.0"
"小河知夏","4","0","0.0"
"小川真奈","4","0","0.0"
"小川里永子","4","0","0.0"
"奥原カテリーナ愛","4","0","0.0"
"押山沙織","4","0","0.0"
"小田真由美","4","0","0.0"
"おちあやか","4","0","0.0"
"越智綾香","4","0","0.0"
"小幡あけみ","4","0","0.0"
"影山灯","4","1","0.25"
"梶川さほり","4","0","0.0"
"加藤優里","4","0","0.0"
"金子未佳","4","0","0.0"
"郁原ゆう","4","0","0.0"
"亀中理恵子","4","0","0.0"
"冠野智美","4","0","0.0"
"北方奈月","4","0","0.0"
"木村美佐","4","0","0.0"
"京井幸","4","0","0.0"
"桐木山花","4","0","0.0"
"日下由美","4","0","0.0"
"工藤真由","4","0","0.0"
"倉口桃","4","0","0.0"
"クリステル・チアリ","4","0","0.0"
"黒瀬ゆうこ","4","0","0.0"
"監物沙織","4","0","0.0"
"小出悦子","4","0","0.0"
"越川詩織","4","0","0.0"
"小林桂子","4","1","0.25"
"コヒエミオコ","4","0","0.0"
"小松真奈","4","0","0.0"
"酒井玲","4","0","0.0"
"坂元奈月","4","0","0.0"
"佐古真弓","4","0","0.0"
"志田有彩","4","0","0.0"
"渋沢詩子","4","0","0.0"
"島村香織","4","0","0.0"
"志村比芽子","4","0","0.0"
"志村まり子","4","0","0.0"
"神宮司弥生","4","0","0.0"
"すずきけいこ","4","3","0.75"
"須部和佳奈","4","0","0.0"
"高橋あみか","4","0","0.0"
"高橋直子 (声優)","4","0","0.0"
"高部あい","4","0","0.0"
"高村めぐみ","4","0","0.0"
"宝木久美","4","1","0.25"
"武石あゆ実","4","0","0.0"
"竹内美優","4","1","0.25"
"田崎由美子","4","0","0.0"
"田島令子","4","0","0.0"
"立花みほ子","4","0","0.0"
"田中葉月","4","0","0.0"
"田中美里","4","0","0.0"
"田中メイ","4","0","0.0"
"谷古美玲","4","0","0.0"
"津久井彩文","4","2","0.5"
"津田真澄","4","0","0.0"
"坪井木の実","4","0","0.0"
"津本陽日","4","0","0.0"
"鉄砲ゆりの","4","0","0.0"
"寺島信子","4","0","0.0"
"遠谷比芽子","4","0","0.0"
"鳥羽月子","4","0","0.0"
"富田沙織","4","0","0.0"
"直木萌美","4","0","0.0"
"名賀亜美","4","0","0.0"
"中田あすみ","4","0","0.0"
"中田沙奈枝","4","0","0.0"
"中山理奈","4","0","0.0"
"渚兎奈","4","0","0.0"
"七瀬彩夏","4","1","0.25"
"七海入歌","4","0","0.0"
"西原ゆーこ","4","0","0.0"
"根本流風","4","1","0.25"
"PILE","4","3","0.75"
"HAZUKI","4","0","0.0"
"早瀬莉花","4","1","0.25"
"原奈津子","4","3","0.75"
"原田かおり","4","0","0.0"
"春名風花","4","0","0.0"
"春野ななみ","4","0","0.0"
"東山麻美","4","0","0.0"
"一杉佳澄","4","0","0.0"
"日向裕羅","4","1","0.25"
"百武彰子","4","0","0.0"
"平田由季","4","0","0.0"
"藤井麻衣","4","0","0.0"
"藤井麻理子","4","0","0.0"
"藤井結夏","4","0","0.0"
"藤田彩","4","0","0.0"
"藤田昌代","4","0","0.0"
"藤野かほる","4","0","0.0"
"ふじのほのか","4","0","0.0"
"堀中優希","4","1","0.25"
"堀野紗也加","4","1","0.25"
"前原未晴","4","0","0.0"
"真壁かずみ","4","0","0.0"
"MACHICO","4","1","0.25"
"松下亜紀","4","0","0.0"
"松野朋子","4","0","0.0"
"松村宏美","4","0","0.0"
"茉莉邑薫","4","0","0.0"
"みきさちこ","4","0","0.0"
"御沓優子","4","0","0.0"
"水菜由稀","4","0","0.0"
"溝口綾","4","0","0.0"
"道井悠","4","1","0.25"
"美馬利恵子","4","0","0.0"
"宮下典子","4","0","0.0"
"三好りえ","4","0","0.0"
"森中葵","4","0","0.0"
"八木田真樹","4","0","0.0"
"安田奈緒子","4","0","0.0"
"やぶさきえみ","4","0","0.0"
"山口愛","4","0","0.0"
"山下絵里香","4","0","0.0"
"山本綾","4","0","0.0"
"由起艶子","4","0","0.0"
"吉井彩実","4","0","0.0"
"吉沢佐衣子","4","0","0.0"
"渡辺はるか","4","0","0.0"
"渡部るみ","4","0","0.0"
"蒼井のぞみ","3","0","0.0"
"青葉りんご","3","1","0.3333333333333333"
"赤木美絵","3","0","0.0"
"秋山依里","3","0","0.0"
"朝倉佐知","3","0","0.0"
"アサコ","3","0","0.0"
"安倍ようこ","3","0","0.0"
"阿部里果","3","0","0.0"
"荒川ちか","3","0","0.0"
"飯田奈保美","3","0","0.0"
"五十嵐愛子","3","0","0.0"
"池田果奈子","3","0","0.0"
"池田和歌子","3","0","0.0"
"泉裕子","3","0","0.0"
"伊藤あすか","3","0","0.0"
"伊藤美穂","3","0","0.0"
"井上まひろ","3","0","0.0"
"今井朋美","3","0","0.0"
"今橋かつよ","3","0","0.0"
"今村恵子","3","0","0.0"
"今谷皆美","3","0","0.0"
"岩田華怜","3","0","0.0"
"内山典子","3","0","0.0"
"大神いずみ","3","0","0.0"
"大越多佳子","3","0","0.0"
"大竹美佳","3","0","0.0"
"大坪純子","3","0","0.0"
"岡本沙保里","3","0","0.0"
"小川智代","3","0","0.0"
"小野洋子 (女優)","3","0","0.0"
"笠原千鶴","3","0","0.0"
"柏木弘美","3","1","0.3333333333333333"
"柏木美優","3","0","0.0"
"和希沙也","3","0","0.0"
"片貝まこ","3","0","0.0"
"加藤雅美 (声優)","3","0","0.0"
"加藤祐梨","3","0","0.0"
"川津安代","3","0","0.0"
"河野茉莉","3","0","0.0"
"魏涼子","3","0","0.0"
"貴杉奈央","3","0","0.0"
"北浦実千枝","3","0","0.0"
"木野日菜","3","0","0.0"
"木下あゆ美","3","0","0.0"
"桐原明良","3","0","0.0"
"公卿敬子","3","0","0.0"
"楠ひなた","3","0","0.0"
"国吉美奈子","3","0","0.0"
"久保田茜","3","0","0.0"
"小飯塚貴世江","3","0","0.0"
"香坂夏希","3","0","0.0"
"こうち澪","3","0","0.0"
"児島ちはる","3","0","0.0"
"小橋里美","3","0","0.0"
"小林元子","3","0","0.0"
"小林遥子","3","0","0.0"
"五味真由子","3","0","0.0"
"小山真実","3","0","0.0"
"斉藤レイ","3","0","0.0"
"酒井乃碧","3","1","0.3333333333333333"
"坂田有希","3","0","0.0"
"阪本智美","3","0","0.0"
"佐々木りお","3","0","0.0"
"佐藤香織","3","0","0.0"
"佐藤裕美","3","0","0.0"
"里見京子","3","0","0.0"
"眞田朱音","3","0","0.0"
"篠原麻李","3","0","0.0"
"篠宮沙弥","3","1","0.3333333333333333"
"志摩淳","3","2","0.6666666666666666"
"島美弥子","3","0","0.0"
"島宗りつこ","3","0","0.0"
"清水みか","3","0","0.0"
"下村美穂","3","0","0.0"
"白井美香","3","0","0.0"
"白川万紗子","3","0","0.0"
"白兎夕季","3","0","0.0"
"新道乃里子","3","0","0.0"
"杉浦慶子","3","0","0.0"
"杉崎綾子","3","0","0.0"
"杉田菜摘","3","1","0.3333333333333333"
"杉原睦","3","0","0.0"
"涼風真世","3","0","0.0"
"鈴木杏","3","0","0.0"
"関根章恵","3","0","0.0"
"大門真紀","3","0","0.0"
"高木美佑","3","2","0.6666666666666666"
"高田より子","3","0","0.0"
"高月希海","3","0","0.0"
"田口香織","3","0","0.0"
"多田葵","3","2","0.6666666666666666"
"たちのまさみ","3","0","0.0"
"立花理香","3","1","0.3333333333333333"
"田中杏沙","3","0","0.0"
"田中潤","3","0","0.0"
"田中繭子","3","0","0.0"
"田中由香","3","0","0.0"
"田畑ゆり","3","0","0.0"
"千晶まひろ","3","0","0.0"
"チャン・リーメイ","3","2","0.6666666666666666"
"月本皇子","3","0","0.0"
"寺崎彩乃","3","1","0.3333333333333333"
"でこ","3","0","0.0"
"江口秀子","3","0","0.0"
"富田美憂","3","1","0.3333333333333333"
"豊原里美","3","2","0.6666666666666666"
"永井乃愛","3","0","0.0"
"永井信子","3","0","0.0"
"長澤奈央","3","0","0.0"
"長島光那","3","0","0.0"
"中島唯 (声優)","3","1","0.3333333333333333"
"長弘翔子","3","0","0.0"
"名越志保","3","0","0.0"
"夏日凜子","3","0","0.0"
"七沢心","3","0","0.0"
"新垣里沙","3","0","0.0"
"沼澤僚子","3","0","0.0"
"野一祐子","3","0","0.0"
"野々瀬ミオ","3","1","0.3333333333333333"
"橋本久美子","3","0","0.0"
"羽豆幸子","3","0","0.0"
"幡宮かのこ","3","0","0.0"
"浜田初","3","0","0.0"
"林摩理子","3","0","0.0"
"原涼子","3","0","0.0"
"春夏ひとみ","3","0","0.0"
"ふくざわるみね","3","0","0.0"
"舩坂泰子","3","0","0.0"
"星野園美","3","0","0.0"
"細野佑美子","3","0","0.0"
"堀籠沙耶","3","0","0.0"
"牧野芳奈","3","0","0.0"
"麻志那恂子","3","0","0.0"
"松尾佳","3","0","0.0"
"松岡恵美子","3","0","0.0"
"松熊明子","3","0","0.0"
"松熊つる松","3","0","0.0"
"松倉佐智子","3","0","0.0"
"三浦香","3","0","0.0"
"御崎真美","3","0","0.0"
"水野なみ","3","0","0.0"
"みつばちひろ","3","0","0.0"
"MINAMI","3","2","0.6666666666666666"
"宮西乃愛","3","0","0.0"
"村上あかね (声優)","3","0","0.0"
"村上まどか","3","1","0.3333333333333333"
"村田秋乃","3","0","0.0"
"村田博美","3","0","0.0"
"森公美子","3","0","0.0"
"もりなつこ","3","0","0.0"
"矢澤りえか","3","1","0.3333333333333333"
"矢野裕子","3","0","0.0"
"山崎ゆう子","3","0","0.0"
"山根希美","3","1","0.3333333333333333"
"遊佐麻友美","3","0","0.0"
"雪野梨沙","3","0","0.0"
"吉田安愉子","3","0","0.0"
"米島希","3","0","0.0"
"若泉絵子","3","0","0.0"
"和田京子","3","0","0.0"
"渡辺麻友","3","0","0.0"
"渡辺みゆ","3","0","0.0"
"渡邉佳美","3","0","0.0"
"葵わかな","2","0","0.0"
"青木菜な","2","0","0.0"
"朝樹りさ","2","1","0.5"
"浅倉弦希","2","0","0.0"
"芦澤亜希子","2","0","0.0"
"麻生まどか","2","0","0.0"
"麻生侑里","2","0","0.0"
"あべるみ","2","0","0.0"
"天瀬まゆ","2","0","0.0"
"有田麻里","2","0","0.0"
"あんどうさくら","2","0","0.0"
"石原舞","2","0","0.0"
"石村恵美","2","0","0.0"
"一谷伸江","2","0","0.0"
"市原悦子","2","0","0.0"
"伊藤麻衣 (声優)","2","0","0.0"
"稲垣美和子","2","0","0.0"
"稲田佳乃香","2","0","0.0"
"亥野麻紀","2","0","0.0"
"井上亜紀","2","0","0.0"
"いのうえかよ","2","0","0.0"
"今津朋子","2","0","0.0"
"岩崎可苗","2","2","1.0"
"岩元里夏","2","0","0.0"
"上田茜","2","0","0.0"
"宇野あゆみ","2","0","0.0"
"江川泰子","2","0","0.0"
"戎怜菜","2","0","0.0"
"えもりえりこ","2","0","0.0"
"遠藤璃菜","2","0","0.0"
"桜月ヒトミ","2","0","0.0"
"大後寿々花","2","0","0.0"
"大下菜摘","2","0","0.0"
"太田佳織","2","0","0.0"
"大津貴子","2","1","0.5"
"大西多摩恵","2","0","0.0"
"おかのみさと","2","0","0.0"
"尾崎未來","2","0","0.0"
"小田美智子","2","0","0.0"
"折井あゆみ","2","0","0.0"
"織部ゆかり","2","0","0.0"
"角元明日香","2","1","0.5"
"風村綾乃","2","0","0.0"
"柏木由紀","2","0","0.0"
"片岡身江","2","0","0.0"
"勝島乙江","2","0","0.0"
"加藤有希子","2","0","0.0"
"加藤れな","2","0","0.0"
"金井美樹 (1996年生)","2","0","0.0"
"金澤まい","2","1","0.5"
"兼田奈緒子","2","0","0.0"
"川上早春","2","0","0.0"
"川上莉央","2","0","0.0"
"かわのりょうこ","2","0","0.0"
"神田沙也加","2","0","0.0"
"菊池由起子","2","0","0.0"
"季子","2","1","0.5"
"綺田育子","2","0","0.0"
"きっかわ佳代","2","0","0.0"
"吉川友","2","0","0.0"
"木附久美子","2","0","0.0"
"木村こてん","2","0","0.0"
"木村有里","2","0","0.0"
"桐村まり","2","0","0.0"
"草地章江","2","0","0.0"
"鯨エマ","2","0","0.0"
"栗山千明","2","0","0.0"
"小市眞琴","2","2","1.0"
"COON","2","1","0.5"
"後藤香織 (声優)","2","0","0.0"
"後藤早紀","2","1","0.5"
"小林幸子","2","0","0.0"
"小林美晴","2","1","0.5"
"駒形友梨","2","1","0.5"
"小谷野美智子","2","0","0.0"
"榊原望","2","0","0.0"
"佐久間未帆","2","0","0.0"
"桜銀花","2","0","0.0"
"桜井春名","2","1","0.5"
"桜井みき","2","0","0.0"
"佐々梨花","2","0","0.0"
"佐々木詩帆","2","1","0.5"
"佐藤すみれ","2","0","0.0"
"佐原宇奈","2","0","0.0"
"塩田朋子","2","0","0.0"
"篠田有香","2","0","0.0"
"島ゆいか","2","0","0.0"
"清水詩音","2","0","0.0"
"清水芽衣","2","0","0.0"
"庄司由季","2","0","0.0"
"白坂道子","2","0","0.0"
"進藤サキ","2","0","0.0"
"すきがら沙智","2","0","0.0"
"杉山由恵","2","1","0.5"
"鈴木はるこ","2","0","0.0"
"鈴木美穂 (声優)","2","0","0.0"
"鈴木里彩","2","0","0.0"
"須藤菜々子","2","0","0.0"
"すほうれいこ","2","0","0.0"
"曽田光星","2","0","0.0"
"曽和まどか","2","2","1.0"
"平良亜弓","2","0","0.0"
"田内友み","2","0","0.0"
"高井舞香","2","0","0.0"
"高木友梨香","2","0","0.0"
"高萩晴子","2","2","1.0"
"高橋美月","2","0","0.0"
"高畑充希","2","0","0.0"
"鷹村遊","2","0","0.0"
"瀧沢千秋","2","0","0.0"
"竹下景子","2","0","0.0"
"竹谷祥","2","0","0.0"
"竹中愛子","2","0","0.0"
"立花芽恵夢","2","0","0.0"
"立原麻衣","2","0","0.0"
"舘林和美","2","0","0.0"
"田中結子","2","0","0.0"
"珠木のぞみ","2","0","0.0"
"田村知佳","2","0","0.0"
"田村マミ","2","0","0.0"
"辻希美","2","0","0.0"
"黒葛原未有","2","1","0.5"
"出口茉美","2","0","0.0"
"寺井沙織","2","0","0.0"
"長尾理保子","2","0","0.0"
"中川まり子","2","0","0.0"
"なかじまゆうゆ","2","0","0.0"
