"声優","出演数","メイン","メイン率"
"小倉結衣","1","0","0.0"
"尾小平志津香","1","0","0.0"
"尾崎恵","3","0","0.0"
"押山沙織","3","0","0.0"
"尾高もえみ","10","0","0.0"
"落合るみ","1","0","0.0"
"小幡あけみ","1","0","0.0"
"小幡記子","7","0","0.0"
"小幡真裕","2","0","0.0"
"小原乃梨子","1","0","0.0"
"折戸マリ","3","0","0.0"
"鷄冠井美智子","22","0","0.0"
"柿沼紫乃","5","0","0.0"
"角田紗里","1","0","0.0"
"陰山真寿美","7","0","0.0"
"笠原あきら","3","0","0.0"
"笠原留美","3","0","0.0"
"梶田夕貴","1","0","0.0"
"柏木美優","2","0","0.0"
"春日萌衣","1","0","0.0"
"片貝薫","12","0","0.0"
"片山加奈","2","0","0.0"
"勝生真沙子","12","0","0.0"
"勝田晶子","1","0","0.0"
"葛城七穂","1","0","0.0"
"加藤沙織","4","0","0.0"
"加藤奈々絵","4","0","0.0"
"加藤有生子","3","0","0.0"
"加藤優里","3","0","0.0"
"加藤祐梨","3","0","0.0"
"花藤蓮","14","0","0.0"
"金子未佳","3","0","0.0"
"兼田奈緒子","1","0","0.0"
"鹿野優以","14","0","0.0"
"加納千秋","3","0","0.0"
"郁原ゆう","4","0","0.0"
"鎌田梢","4","0","0.0"
"上川ゆう","1","0","0.0"
"亀井芳子","9","0","0.0"
"亀岡真美","1","0","0.0"
"亀中理恵子","3","0","0.0"
"嘉山未紗","10","0","0.0"
"華山梨彩","5","0","0.0"
"唐沢潤","2","0","0.0"
"河合紗希子","6","0","0.0"
"川上莉央","2","0","0.0"
"川崎恵理子","1","0","0.0"
"川崎芽衣子","13","0","0.0"
"川島美菜子","1","0","0.0"
"川島悠美","9","0","0.0"
